/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Thu Jan 13 15:41:28 CET 2022

command file:     verblex_present.q
output file:      verblex_present.out

Lexicon:  
*/

/*  ~A~  */
lakke+t 1: [1 VBP] 
lakketh 3: [3 VBP] 
lane+d 1: [1 VBP] 
lane+t 2: [2 VBP] 
lange+t+t 2: [2 VBP] 
langes 8: [8 VBP] 
languysch 4: [4 VBP] 
langwys 1: [1 VBP] 
langys 1: [1 VBP] 
lanst 1: [1 VBP] 
lappe+t 1: [1 VBP] 
lare+d 2: [2 VBP] 
lasses 1: [1 VBP] 
lasste+t+t 4: [4 VBP] 
last 1: [1 VBP] 
laste+d 2: [2 VBP] 
laste+t 4: [4 VBP] 
lasten 6: [6 VBP] 
lastes 18: [18 VBP] 
lasteth 8: [8 VBP] 
lasti+t 1: [1 VBP] 
lastis 4: [4 VBP] 
lastith 2: [2 VBP] 
lat 13: [13 VBP] 
late 3: [3 VBP] 
late+d 2: [2 VBP] 
late+t 1: [1 VBP] 
late+t+t 3: [3 VBP] 
laten 1: [1 VBP] 
latis 1: [1 VBP] 
latst 2: [2 VBP] 
latt 3: [3 VBP] 
laugh+g 1: [1 VBP] 
laughe 1: [1 VBP] 
laugheth 1: [1 VBP] 
lawghe 1: [1 VBP] 
lawhe 1: [1 VBP] 
lawhyst 1: [1 VBP] 
lay 2: [2 VBP] 
lay+t 1: [1 VBP] 
lay+te 1: [1 VBP] 
laye 7: [7 VBP] 
layes 1: [1 VBP] 
layth 6: [6 VBP] 
le+de+d 1: [1 VBP] 
le+g+ge+t+t 1: [1 VBP] 
le+g+gesst 1: [1 VBP] 
le+ghe+t+t 6: [6 VBP] 
le+ghesst 1: [1 VBP] 
lea+de+d 1: [1 VBP] 
lea+die 1: [1 VBP] 
lea+die+d 3: [3 VBP] 
lead 2: [2 VBP] 
leade 5: [5 VBP] 
$leade+d leade+d 11: [11 VBP] 
leadest 2: [2 VBP] 
leafe+d 1: [1 VBP] 
leape+d 7: [7 VBP] 
lear+d 1: [1 VBP] 
leare 3: [3 VBP] 
leare+d 8: [8 VBP] 
learst 1: [1 VBP] 
leassi+d 1: [1 VBP] 
least 1: [1 VBP] 
leaste+d 4: [4 VBP] 
leaue 9: [8 VBP] [1 VBP22] 
leaue+d 9: [9 VBP] 
leauen 1: [1 VBP] 
leauest 1: [1 VBP] 
leche 1: [1 VBP] 
leche+d 1: [1 VBP] 
lechna+d 1: [1 VBP] 
leda+d 1: [1 VBP] 
lede 12: [12 VBP] 
lede+d 11: [11 VBP] 
lede+t 6: [6 VBP] 
lede+t+t 12: [12 VBP] 
leden $leden 12: [12 VBP] 
ledenn 5: [5 VBP] 
ledes 6: [6 VBP] 
ledesst 5: [5 VBP] 
ledeth 3: [3 VBP] 
ledi+t 1: [1 VBP] 
ledis 3: [3 VBP] 
ledith 2: [2 VBP] 
ledon 1: [1 VBP] 
ledu+t 2: [2 VBP] 
ledys 1: [1 VBP] 
ledyth 1: [1 VBP] 
leeden 1: [1 VBP] 
leese 4: [4 VBP] 
leet 1: [1 VBP] 
leeue 2: [2 VBP] 
leeue+t 1: [1 VBP] 
leeuen 3: [3 VBP] 
leeueth 1: [1 VBP] 
leeven 1: [1 VBP] 
lef+t 2: [2 VBP] 
lefe 3: [3 VBP] 
lefe+t+t 8: [8 VBP] 
lefenn 2: [2 VBP] 
lefes 1: [1 VBP] 
lefte 1: [1 VBP] 
legge 4: [4 VBP] 
legge+d 2: [2 VBP] 
leghe+t 1: [1 VBP] 
leghteneth 2: [2 VBP] 
lehtrie 1: [1 VBP] 
lei+d $lei+d 14: [14 VBP] 
lei+t 3: [3 VBP] 
leiche+d 1: [1 VBP] 
leide 1: [1 VBP] 
leie 2: [2 VBP] 
leieth 1: [1 VBP] 
leihe+d 1: [1 VBP] 
leist 4: [4 VBP] 
leite+d 2: [2 VBP] 
leiti+d 1: [1 VBP] 
len+t 1: [1 VBP] 
lene 1: [1 VBP] 
lene+t 6: [6 VBP] 
lene+t+t 1: [1 VBP] 
leneth 1: [1 VBP] 
lengyth 2: [2 VBP] 
lense+d 1: [1 VBP] 
lenyth 1: [1 VBP] 
leofe+d 2: [2 VBP] 
leomed 1: [1 VBP] 
leope 1: [1 VBP] 
leorne+d 1: [1 VBP] 
leorni 1: [1 VBP] 
leosa+d 1: [1 VBP] 
leose 3: [3 VBP] 
leose+d 13: [11 VBP] [2 VBP22] 
leosest 1: [1 VBP] 
leoset 1: [1 VBP] 
leote 5: [5 VBP] 
leote+d 3: [3 VBP] 
lepe 1: [1 VBP] 
lere 5: [5 VBP] 
lere+d 5: [5 VBP] 
leren 2: [2 VBP] 
leres 8: [8 VBP] 
leris 6: [6 VBP] 
lern 1: [1 VBP] 
lerne 4: [4 VBP] 
lerne+t 2: [2 VBP] 
lerne+t+t 1: [1 VBP] 
lernith 1: [1 VBP] 
lernon 2: [2 VBP] 
lerres 2: [2 VBP] 
les 1: [1 VBP] 
lese 9: [9 VBP] 
lese+d 2: [2 VBP] 
lesen 1: [1 VBP] 
leseth 8: [8 VBP] 
lesewe+d 1: [1 VBP] 
lesith 2: [2 VBP] 
leson 2: [2 VBP] 
lesse+t 1: [1 VBP] 
lesses 1: [1 VBP] 
lest 5: [5 VBP] 
leste 2: [2 VBP] 
leste+d 9: [9 VBP] 
lesten 2: [2 VBP] 
lestith 1: [1 VBP] 
lestyth 2: [2 VBP] 
leswue+d 1: [1 VBP] 
lesy+te 2: [2 VBP] 
lesyth 3: [3 VBP] 
let Let 40: [39 VBP] [1 VBP22] 
lete 12: [12 VBP] 
lete+d 4: [4 VBP] 
lete+t 6: [6 VBP] 
leted 1: [1 VBP] 
leten 4: [4 VBP] 
letest 1: [1 VBP] 
lette Lette 11: [11 VBP] 
lette+d 12: [12 VBP] 
lette+t 4: [4 VBP] 
letten 12: [12 VBP] 
lettes 9: [9 VBP] 
letti+t 2: [2 VBP] 
lettis 3: [3 VBP] 
lettist 1: [1 VBP] 
lettith 2: [2 VBP] 
letton 2: [2 VBP] 
lettu+t 7: [7 VBP] 
lettuth 1: [1 VBP] 
lettys 1: [1 VBP] 
lettyst 1: [1 VBP] 
lettyth 1: [1 VBP] 
leue 55: [54 VBP] [1 VBP22] 
leue+d 20: [20 VBP] 
leue+t Leue+t 17: [17 VBP] 
leue+te 2: [2 VBP] 
leuen 8: [8 VBP] 
leues 3: [3 VBP] 
leuest $leuest 7: [7 VBP] 
leueste 1: [1 VBP] 
leueth 2: [2 VBP] 
leui+t 1: [1 VBP] 
leuon 2: [2 VBP] 
leuyn 2: [2 VBP] 
leuyst 3: [3 VBP] 
leuyste 1: [1 VBP] 
leuyth 3: [3 VBP] 
leve 10: [10 VBP] 
leven 1: [1 VBP] 
leves 1: [1 VBP] 
levith LEVITH 6: [6 VBP] 
ley+t 2: [2 VBP] 
leyde 1: [1 VBP] 
leye 2: [2 VBP] 
leyn 2: [2 VBP] 
leyth 1: [1 VBP] 
lezis 1: [1 VBP] 
lhap+t 1: [1 VBP] 
lhe+g+t 1: [1 VBP] 
lheape 1: [1 VBP] 
lhest 2: [2 VBP] 
lheste+t 1: [1 VBP] 
$lhiste+d 1: [1 VBP] 
li+d 32: [32 VBP] 
li+de 1: [1 VBP] 
li+de+d 2: [1 VBP] [1 VBP22] 
$li+ge li+ge 2: [2 VBP] 
li+ge+d 3: [3 VBP] 
li+ged 1: [1 VBP] 
li+gen 1: [1 VBP] 
li+gest 1: [1 VBP] 
li+gte+t 1: [1 VBP] 
li+gtne 1: [1 VBP] 
li+gtne+t 1: [1 VBP] 
li+gtneth 1: [1 VBP] 
li+t LI+T 50: [50 VBP] 
li+tega+d 1: [1 VBP] 
libba+d 2: [2 VBP] 
libbe 2: [2 VBP] 
libbe+d 10: [10 VBP] 
libbe+t 13: [13 VBP] 
libbed 1: [1 VBP] 
libben 1: [1 VBP] 
libbet 1: [1 VBP] 
lica+d 2: [2 VBP] 
licht 1: [1 VBP] 
lichte+d 4: [4 VBP] 
licki+d 1: [1 VBP] 
licneth 1: [1 VBP] 
lide+d 1: [1 VBP22] 
lie 1: [1 VBP] 
lie+d 1: [1 VBP] 
lien 1: [1 VBP] 
lierne 1: [1 VBP] 
liernest 1: [1 VBP] 
liest 2: [2 VBP] 
lieth 1: [1 VBP] 
lif 1: [1 VBP] 
life+t+t 4: [4 VBP] 
lifte 1: [1 VBP] 
lifteth 1: [1 VBP] 
lige+d 5: [5 VBP] 
ligen 1: [1 VBP] 
ligge 5: [5 VBP] 
ligge+d 7: [7 VBP] 
ligge+t 3: [3 VBP] 
liggen 2: [2 VBP] 
ligges 1: [1 VBP] 
ligget 1: [1 VBP] 
liggeth 1: [1 VBP] 
lighte 1: [1 VBP] 
lightez 1: [1 VBP] 
lightneth 1: [1 VBP] 
ligne+d 1: [1 VBP] 
lihe 1: [1 VBP] 
lihe+d 1: [1 VBP] 
lihgh 1: [1 VBP] 
lihhte+t+t 1: [1 VBP] 
liht 1: [1 VBP] 
lihte 3: [3 VBP] 
lihte+d 8: [8 VBP] 
lihte+t 1: [1 VBP] 
lihted 1: [1 VBP] 
lihtte+d 1: [1 VBP] 
like 6: [6 VBP] 
like+d 19: [19 VBP] 
like+t 5: [5 VBP] 
like+t+t 4: [4 VBP] 
liken 1: [1 VBP] 
likes $likes 2: [2 VBP] 
liketh 15: [15 VBP] 
liki+t 7: [7 VBP] 
likia+d 1: [1 VBP] 
likie 1: [1 VBP] 
likith 1: [1 VBP] 
likne+t 1: [1 VBP] 
liku+t 1: [1 VBP] 
liky+t 1: [1 VBP] 
likyth 1: [1 VBP] 
lime+d 2: [1 VBP22] [1 VBP] 
limie+d 1: [1 VBP] 
limpe+d 21: [21 VBP] 
limpet 1: [1 VBP] 
limppe+d 1: [1 VBP] 
lin 1: [1 VBP] 
lisste 2: [2 VBP] 
list 24: [24 VBP] 
liste+d 1: [1 VBP] 
listen 1: [1 VBP] 
listi+t 1: [1 VBP] 
lith Lith 35: [35 VBP] 
lithe 1: [1 VBP] 
litmie 1: [1 VBP] 
littnenn 1: [1 VBP] 
liue 6: [6 VBP] 
liue+d 14: [14 VBP] 
liue+t 2: [2 VBP] 
liuen 10: [10 VBP] 
liues 1: [1 VBP] 
liuest 5: [5 VBP] 
liuie 1: [1 VBP] 
liuie+d 5: [5 VBP] 
liuien 2: [2 VBP] 
liuis 4: [4 VBP] 
lo+ge+t 3: [3 VBP] 
lo+te 1: [1 VBP] 
loce+d 2: [2 VBP] 
lofe 8: [8 VBP] 
lofenn 1: [1 VBP] 
lofes 1: [1 VBP] 
loge+d 1: [1 VBP] 
loke Loke 27: [27 VBP] 
loke+d 13: [13 VBP] 
loke+t 17: [17 VBP] 
loke+t+t 2: [2 VBP] 
loken 7: [7 VBP] 
lokes 3: [3 VBP] 
lokest 4: [4 VBP] 
loket 1: [1 VBP] 
loketh 3: [3 VBP] 
loki 14: [14 VBP] 
loki+d 1: [1 VBP] 
loki+t 2: [2 VBP] 
lokid 1: [1 VBP] 
lokie 1: [1 VBP] 
lokie+d 1: [1 VBP] 
lokien 1: [1 VBP] 
lokis 2: [2 VBP] 
loku+t 2: [2 VBP] 
loky 4: [4 VBP] 
lokys 1: [1 VBP] 
lokyth 1: [1 VBP] 
long 3: [3 VBP] 
longe 5: [5 VBP] 
longe+d 6: [6 VBP] 
longe+t 4: [4 VBP] 
longed 1: [1 VBP] 
longen 3: [3 VBP] 
longeth 5: [5 VBP] 
longi+t 1: [1 VBP] 
longith 27: [27 VBP] 
longy+te 3: [3 VBP] 
longyn 1: [1 VBP] 
longyth 5: [5 VBP] 
longythe 1: [1 VBP] 
looke 2: [2 VBP] 
looken 1: [1 VBP] 
loq 1: [1 VBP] 
lord-ship 1: [1 VBP] 
lord-shipe+t 1: [1 VBP] 
lord-shippest 1: [1 VBP] 
lordship 1: [1 VBP] 
loren 1: [1 VBP] 
lose 3: [3 VBP] 
losen 1: [1 VBP] 
losia+d 1: [1 VBP] 
losian 1: [1 VBP] 
losie 1: [1 VBP] 
losse 1: [1 VBP] 
lotied 1: [1 VBP] 
loue Loue 32: [32 VBP] 
loue+d 1: [1 VBP] 
loue+t 51: [51 VBP] 
loue+te 3: [3 VBP] 
louede 1: [1 VBP] 
louen 34: [34 VBP] 
loues 1: [1 VBP] 
louest 19: [19 VBP] 
loueth 12: [12 VBP] 
loui+t 2: [2 VBP] 
louie 2: [2 VBP] 
louie+t 5: [5 VBP] 
louith 1: [1 VBP] 
louy+t 1: [1 VBP] 
louy+te 1: [1 VBP] 
louye 1: [1 VBP] 
louye+t 7: [7 VBP] 
louyn 4: [4 VBP] 
louyst 2: [2 VBP] 
louyth 12: [12 VBP] 
love 15: [15 VBP] 
loven 4: [4 VBP] 
loves 4: [4 VBP] 
loveth 17: [17 VBP] 
lovith 2: [2 VBP] 
lovithe 1: [1 VBP] 
lovyth 1: [1 VBP] 
lowsen 1: [1 VBP] 
lowte 2: [2 VBP] 
lowteth 1: [1 VBP] 
lueu+d 1: [1 VBP] 
luf 5: [5 VBP] 
lufe 32: [32 VBP] 
lufe+d 6: [6 VBP] 
lufe+t+t 6: [6 VBP] 
lufenn 17: [17 VBP] 
lufes 60: [60 VBP] 
lufesst 20: [20 VBP] 
luffe 3: [3 VBP] 
luffes 3: [3 VBP] 
lufs 2: [2 VBP] 
luke 1: [1 VBP] 
lust 3: [3 VBP] 
luste 7: [7 VBP] 
luste+d 6: [6 VBP] 
lusten 2: [2 VBP] 
lustin 1: [1 VBP] 
lustnin 1: [1 VBP] 
lute+d 3: [1 VBP22] [2 VBP] 
lutlin 1: [1 VBP] 
luua+d 4: [4 VBP] 
luue 5: [5 VBP] 
luue+d 57: [57 VBP] 
luue+t 1: [1 VBP] 
luued 1: [1 VBP] 
luuen 3: [3 VBP] 
luueo+d 1: [1 VBP] 
luues 1: [1 VBP] 
luuest Luuest 23: [23 VBP] 
luui+ge 1: [1 VBP] 
luui+ge+d 5: [5 VBP] 
luui+gen 1: [1 VBP] 
luuian 3: [3 VBP] 
luuie 18: [18 VBP] 
luuie+d 29: [29 VBP] 
luuie+t 2: [2 VBP] 
luuien 6: [6 VBP] 
luuige+d 1: [1 VBP] 
luuis 2: [2 VBP] 
ly 2: [2 VBP] 
ly+g+t 1: [1 VBP] 
ly+gken 1: [1 VBP] 
ly+gn 5: [5 VBP] 
ly+gt 1: [1 VBP] 
ly+gth 1: [1 VBP] 
ly+t 4: [4 VBP] 
lybbe 1: [1 VBP] 
lybbe+t 2: [2 VBP] 
lye 3: [3 VBP] 
lye+g+t 2: [2 VBP] 
lye+ge 2: [2 VBP] 
lye+ge+t 1: [1 VBP] 
lye+t 1: [1 VBP] 
lyen 7: [7 VBP] 
lyerne 1: [1 VBP] 
lyerne+t 3: [3 VBP] 
lyernest 1: [1 VBP] 
lyerny 1: [1 VBP] 
lyes 6: [6 VBP] 
lyese 3: [3 VBP] 
lyese+t 1: [1 VBP] 
lyest 5: [5 VBP] 
lyeth 30: [30 VBP] 
lyethe 3: [3 VBP] 
lyexne+t 1: [1 VBP] 
lyf 1: [1 VBP] 
lyfe 5: [5 VBP] 
lyfes 5: [5 VBP] 
lyff 1: [1 VBP] 
lyffe 6: [6 VBP] 
lyffes 5: [5 VBP] 
lyffis 1: [1 VBP] 
lyfte 1: [1 VBP] 
lyftes 1: [1 VBP] 
lyfty+te 1: [1 VBP] 
lygge 1: [1 VBP] 
lyggen 2: [2 VBP] 
lygges 2: [2 VBP] 
lyghes 1: [1 VBP] 
lyghtenyth 1: [1 VBP] 
lyghtes 2: [2 VBP] 
lyghtneth 1: [1 VBP] 
lyke 18: [18 VBP] 
lyke+t 2: [2 VBP] 
lykene+te 1: [1 VBP] 
lykes 10: [10 VBP] 
lyketh 5: [5 VBP] 
lykith 2: [2 VBP] 
lyku+t 2: [2 VBP] 
lyky+t 1: [1 VBP] 
lykyn 1: [1 VBP] 
lykyth 1: [1 VBP] 
lyne 1: [1 VBP] 
lyon 1: [1 VBP] 
lyse 1: [1 VBP] 
lyst 10: [10 VBP] 
lyste 7: [7 VBP] 
lyth 20: [20 VBP] 
lythe 5: [5 VBP] 
lyue 18: [18 VBP] 
lyue+t 9: [9 VBP] 
lyue+te 1: [1 VBP] 
lyuen 23: [23 VBP] 
lyueth 10: [10 VBP] 
lyuon 1: [1 VBP] 
lyuy+te 1: [1 VBP] 
lyuyth 1: [1 VBP] 
lyve 9: [9 VBP] 
lyve+t 1: [1 VBP] 
lyven 4: [4 VBP] 
lyves 1: [1 VBP] 
lyvest 1: [1 VBP] 
lyveth 6: [6 VBP] 
lyvi+t 1: [1 VBP] 
lyvith 7: [7 VBP] 
lyvyth 2: [2 VBP] 
/*  ~M~  */
m+ale 1: [1 VBP] 
m+ale+t+t 2: [2 VBP] 
m+alenn 8: [8 VBP] 
ma+dele+d Ma+dele+d 4: [4 VBP] 
ma+g+g 3: [3 VBP] 
maaken 1: [1 VBP] 
maca+d 6: [6 VBP] 
macchyth 1: [1 VBP] 
mace+d 2: [2 VBP] 
maddith 1: [1 VBP] 
magnifien 1: [1 VBP] 
magnifye 1: [1 VBP] 
maht 1: [1 VBP] 
mai 2: [2 VBP] 
mak 1: [1 VBP] 
mak+t 2: [2 VBP] 
make Make 107: [107 VBP] 
make+d Make+d 101: [101 VBP] 
make+t MAKE+T 158: [158 VBP] 
make+t+t 2: [2 VBP] 
make+te 4: [4 VBP] 
maked 2: [2 VBP] 
maken 114: [114 VBP] 
makes 38: [38 VBP] 
makest Makest $makest 24: [24 VBP] 
maket 2: [2 VBP] 
maketh 72: [72 VBP] 
maki 2: [2 VBP] 
maki+t 34: [34 VBP] 
makid 1: [1 VBP] 
makie Makie 6: [6 VBP] 
makie+d Makie+d 15: [15 VBP] 
makied 1: [1 VBP] 
makien 2: [2 VBP] 
makiet 1: [1 VBP] 
makis 3: [3 VBP] 
makist 2: [2 VBP] 
makith 25: [25 VBP] 
makon 1: [1 VBP] 
makth 1: [1 VBP] 
makut 1: [1 VBP] 
makuth 1: [1 VBP] 
maky 1: [1 VBP] 
maky+t 4: [4 VBP] 
maky+te 9: [9 VBP] 
makyn 2: [2 VBP] 
makys 4: [4 VBP] 
makyth 30: [30 VBP] 
malte+d 2: [2 VBP] 
manaceth 1: [1 VBP] 
mantaynyth 1: [1 VBP] 
marchen 2: [2 VBP] 
marcheth 6: [6 VBP] 
marke 4: [4 VBP] 
marken 2: [2 VBP] 
markyth 1: [1 VBP] 
marre 1: [1 VBP] 
marterys 1: [1 VBP] 
martyren 1: [1 VBP] 
mas 1: [1 VBP] 
mase 5: [5 VBP] 
may 2: [2 VBP] 
mayntenen 1: [1 VBP] 
me+de+d 1: [1 VBP] 
me+dege+d 1: [1 VBP] 
meale+d 1: [1 VBP] 
mealli+d 1: [1 VBP] 
mealte 1: [1 VBP] 
mealte+d 1: [1 VBP] 
mealten 1: [1 VBP] 
meane 1: [1 VBP] 
meane+d 1: [1 VBP] 
mearre+d 2: [2 VBP] 
mearren 1: [1 VBP] 
medi 1: [1 VBP] 
medle 2: [2 VBP] 
medle+t 1: [1 VBP] 
medleth 2: [2 VBP] 
medyl 1: [1 VBP] 
meene 2: [2 VBP] 
meete 1: [1 VBP] 
meeten 4: [4 VBP] 
meeven 1: [1 VBP] 
mei 1: [1 VBP] 
meistre+d 2: [2 VBP] 
meke 1: [1 VBP] 
meke+t 1: [1 VBP] 
mekes 2: [2 VBP] 
meki+t 1: [1 VBP] 
meky+t 1: [1 VBP] 
mekyth 1: [1 VBP] 
melles 1: [1 VBP] 
melt 1: [1 VBP] 
melte+t 2: [2 VBP] 
meltes 1: [1 VBP] 
mendis 1: [1 VBP] 
mene $mene 18: [18 VBP] 
mene+d $mene+d 5: [5 VBP] 
mene+ge+d 5: [5 VBP] 
mene+t 8: [8 VBP] 
mene+t+t 2: [2 VBP] 
menen 1: [1 VBP] 
menes 2: [2 VBP] 
menest 2: [2 VBP] 
menewe+t 1: [1 VBP] 
meni+t 1: [1 VBP] 
menske+d 1: [1 VBP] 
menys 1: [1 VBP] 
menyth 1: [1 VBP] 
menythe 1: [1 VBP] 
merkest 1: [1 VBP] 
merre+d 2: [2 VBP] 
merren 1: [1 VBP] 
merrest 1: [1 VBP] 
meruell 1: [1 VBP] 
merueyl 1: [1 VBP] 
merueylyth 1: [1 VBP] 
mervailes 1: [1 VBP] 
mervayle 6: [6 VBP] 
merveyleth 1: [1 VBP] 
mervyl 1: [1 VBP] 
messe+d 1: [1 VBP] 
mesure+t 1: [1 VBP] 
mesuren 1: [1 VBP] 
mete 4: [4 VBP] 
mete+d 3: [3 VBP] 
meten 2: [2 VBP] 
metis 2: [2 VBP] 
meue 3: [3 VBP] 
meue+t 12: [12 VBP] 
meuen 1: [1 VBP] 
meueth 1: [1 VBP] 
meuo+t 1: [1 VBP] 
meuon 1: [1 VBP] 
meuyth 2: [2 VBP] 
meven 1: [1 VBP] 
meyntenen 1: [1 VBP] 
meynteneth 1: [1 VBP] 
mi+gten 1: [1 VBP] 
miht 1: [1 VBP] 
milce 1: [1 VBP] 
milcie 2: [2 VBP] 
miltsa+d 1: [1 VBP] 
mim+t 1: [1 VBP] 
mine+ge+d 7: [7 VBP] 
mine+t+t 1: [1 VBP] 
minege+d 10: [10 VBP] 
mineget 1: [1 VBP] 
ministre+t 3: [3 VBP] 
mis 16: [16 VBP21] 
mis+tencst 1: [1 VBP] 
mis-dest 1: [1 VBP] 
mis-do 4: [4 VBP] 
mis-do+t 1: [1 VBP] 
mis-dose 1: [1 VBP] 
mis-feare 1: [1 VBP] 
mis-ga 1: [1 VBP] 
mis-pay+t 1: [1 VBP] 
mis-understondet 1: [1 VBP] 
$misde+d 1: [1 VBP] 
misde+t 3: [3 VBP] 
misdest 1: [1 VBP] 
misdo 2: [2 VBP] 
misdo+d 1: [1 VBP] 
misfeare 1: [1 VBP] 
misleue+d 2: [2 VBP] 
mislike+d 1: [1 VBP] 
misliki 2: [2 VBP] 
misliki+d 1: [1 VBP] 
mislikie 1: [1 VBP] 
misneome 1: [1 VBP] 
misneome+d 1: [1 VBP] 
misnote+d 1: [1 VBP] 
misrede+d 1: [1 VBP] 
missay+t 4: [4 VBP] 
missdo+t 3: [3 VBP] 
missegge+d 2: [2 VBP] 
missei+d 2: [2 VBP] 
missigge+t 1: [1 VBP] 
miswende+t 4: [4 VBP] 
miswent 1: [1 VBP] 
miszigge+t 1: [1 VBP] 
mo+ge 1: [1 VBP] 
mocke 1: [1 VBP] 
modiga+d 1: [1 VBP] 
moeuen 3: [3 VBP] 
moeuyth 1: [1 VBP] 
moeven 2: [2 VBP] 
moeveth 4: [4 VBP] 
moevith 1: [1 VBP] 
mofe 1: [1 VBP] 
moneste+t 1: [1 VBP] 
mongle+d 1: [1 VBP] 
monysche+te 1: [1 VBP] 
monyssch 1: [1 VBP] 
monyssche 1: [1 VBP] 
mordren 1: [1 VBP] 
more+t 3: [3 VBP] 
morne 1: [1 VBP] 
mornyst 1: [1 VBP] 
mot 1: [1 VBP] 
mote 1: [1 VBP] 
mote+d 1: [1 VBP] 
moten 1: [1 VBP] 
motest 1: [1 VBP] 
moue+t 1: [1 VBP] 
mouen 3: [3 VBP] 
moueue+t 1: [1 VBP] 
mounte+t 1: [1 VBP] 
moveth 1: [1 VBP] 
mowen 1: [1 VBP] 
muchele+d 1: [1 VBP] 
mudle+d 1: [1 VBP] 
mugen 2: [2 VBP] 
multeplye 1: [1 VBP] 
multiplie 2: [2 VBP] 
multiplien 1: [1 VBP] 
multiplieth 2: [2 VBP] 
multiplyen 1: [1 VBP] 
multyplies 1: [1 VBP] 
multyply 1: [1 VBP] 
muna+d 1: [1 VBP] 
mune+d 1: [1 VBP] 
mune+ga+d 1: [1 VBP] 
mune+ge+d 6: [6 VBP] 
munege+d 22: [22 VBP] 
munege+t 1: [1 VBP] 
muneged 1: [1 VBP] 
munie 1: [1 VBP] 
munie+d 2: [2 VBP] 
munne 1: [1 VBP] 
munne+d 6: [6 VBP] 
mur+dredest 1: [1 VBP] 
murni 1: [1 VBP] 
murrcnesst 1: [1 VBP] 
musen 1: [1 VBP] 
musters 1: [1 VBP] 
mustirs 9: [9 VBP] 
musy 1: [1 VBP] 
mutle+d 1: [1 VBP] 
myght 1: [1 VBP] 
mys 1: [1 VBP21] 
mys-nyme 1: [1 VBP] 
mysdo 1: [1 VBP] 
mysdo+t 1: [1 VBP] 
mysdoo 1: [1 VBP] 
mysdose 2: [2 VBP] 
mysge+t 1: [1 VBP] 
myshappe 1: [1 VBP] 
mysledeth 1: [1 VBP] 
myslike 1: [1 VBP] 
mysliki+t 2: [2 VBP] 
myslyke 1: [1 VBP] 
myslyki+t 2: [2 VBP] 
mysnym+t 1: [1 VBP] 
myspend 1: [1 VBP] 
myssespendist 1: [1 VBP] 
mysseyeth 1: [1 VBP] 
mystaki+t 1: [1 VBP] 
mystorneth 1: [1 VBP] 
mystruste 1: [1 VBP] 
mysuseth 1: [1 VBP] 
/*  ~N~  */
n'am 1: [1 NEG+BEP] 
n+af+d 2: [2 NEG+HVP] 
n+amme+d 1: [1 VBP] 
na+gt 1: [1 VBP] 
nabbe Nabbe 21: [21 NEG+HVP] 
nabbe+d 7: [7 NEG+HVP] 
nabben 4: [4 NEG+HVP] 
nabbet 2: [2 NEG+HVP] 
nach+gi 1: [1 VBP] 
nach+gi+d 1: [1 VBP] 
nacoure+d 1: [1 NEG+VBP] 
naf+d 3: [3 NEG+HVP] 
nafe+t+t 2: [2 NEG+HVP] 
nagrist 1: [1 NEG+VBP] 
naile 1: [1 VBP] 
$nam nam Nam 15: [15 NEG+BEP] 
name 1: [1 VBP] 
namne+d 1: [1 VBP] 
nappe+d 2: [2 VBP] 
napped 1: [1 VBP] 
naren 1: [1 NEG+BEP] 
narrt 6: [6 NEG+BEP] 
nart Nart 6: [6 NEG+BEP] 
nast 3: [3 NEG+VBP] 
nat Nat 18: [18 NEG+VBP] 
naue 1: [1 NEG+HVP] 
naue+d Naue+d 26: [26 NEG+HVP] 
naue+t 2: [2 NEG+HVP] 
nauest 4: [4 NEG+HVP] 
nauet 1: [1 NEG+HVP] 
naust 1: [1 NEG+HVP] 
navet 1: [1 NEG+HVP] 
ne+deri+d 1: [1 VBP] 
ne+derien 1: [1 VBP] 
$ne+glec+t 1: [1 VBP] 
ne+t 1: [1 NEG+HVP] 
neaue+d 1: [1 NEG+HVP] 
nebeo 3: [3 NEG+BEP] 
nebeo+d 3: [3 NEG+BEP] 
nebeon 3: [3 NEG+BEP] 
nebi+d 2: [2 NEG+BEP] 
nebist 1: [1 NEG+BEP] 
nebreke+d 1: [1 NEG+VBP] 
ned 1: [1 VBP] 
nede 6: [6 VBP] 
nede+d 2: [2 VBP] 
nede+t 10: [10 VBP] 
neden 6: [6 VBP] 
nedenn 1: [1 VBP] 
nedes 2: [2 VBP] 
nedest 1: [1 VBP] 
nedeth 13: [13 VBP] 
nedi+t 6: [6 VBP] 
nedis 4: [4 VBP] 
nedist 1: [1 VBP] 
nedith 12: [12 VBP] 
nedrei+ge+d 1: [1 NEG+VBP] 
nedu+t 1: [1 VBP] 
nedy+te 1: [1 VBP] 
nedyst 1: [1 VBP] 
nedyth 4: [4 VBP] 
nedythe 1: [1 VBP] 
nefalle 1: [1 NEG+VBP] 
nefele+d 1: [1 NEG+VBP] 
negrapi 1: [1 NEG+VBP] 
negreue+d 1: [1 NEG+VBP] 
nehafst 1: [1 NEG+HVP] 
neherest 1: [1 NEG+VBP] 
nehleche+d $nehleche+d 3: [3 VBP] 
nehlechet 1: [1 VBP] 
nehtleche 1: [1 VBP] 
nehurte+d 1: [1 NEG+VBP] 
nei+g 1: [1 VBP] 
nei+geth 2: [2 VBP] 
nei+ghe+t 1: [1 VBP] 
