/*
PREFACE:  
Copyright 2010 Beth Randall
Date:  Wed May 19 10:58:09 BRT 2021

command file:     verblex4.q
output file:      ../output_files/verblex4.out

Lexicon:  
*/

/*  ~A~  */
yevynge 1: [1 VAG] 
yheldand 1: [1 VAG] 
ymaginynge 1: [1 VAG] 
/*  ~Z~  */
zittinde 2: [2 VAG] 
zittynde 2: [2 VAG] 
zyinde 1: [1 VAG] 
/*  ~OTHER~  */

/*
SUMMARY:  
source files, hits/tokens/total
  cmaelr3-m23.psd	143/112/1049
  cmaelr4-m4.psd	100/72/768
  cmancriw-1-m1.psd	118/101/3558
  cmancriw-2-m1.psd	23/19/1163
  cmastro-m3.psd	24/23/404
  cmayenbi-m2.psd	99/86/2755
  cmbenrul-m3.psd	21/18/1454
  cmboeth-m3.psd	24/22/564
  cmbrut3-m3.psd	59/55/4117
  cmcapchr-m4.psd	126/116/4176
  cmcapser-m4.psd	5/3/91
  cmcloud-m3.psd	90/65/814
  cmctmeli-m3.psd	36/33/861
  cmctpars-m3.psd	45/41/1667
  cmearlps-m2.psd	335/299/7869
  cmedmund-m4.psd	5/5/299
  cmedthor-m34.psd	24/19/792
  cmedvern-m3.psd	13/10/930
  cmequato-m3.psd	13/12/341
  cmfitzja-m4.psd	38/30/225
  cmgaytry-m34.psd	5/4/199
  cmgregor-m4.psd	176/144/2632
  cmhali-m1.psd		13/11/501
  cmhilton-m34.psd	17/14/215
  cmhorses-m3.psd	10/10/420
  cminnoce-m4.psd	36/27/209
  cmjulia-m1.psd	24/22/566
  cmjulnor-m34.psd	28/24/336
  cmkathe-m1.psd	42/35/538
  cmkempe-m4.psd	551/418/3835
  cmkentho-m1.psd	3/3/298
  cmkentse-m2.psd	1/1/226
  cmlamb1-m1.psd	10/9/522
  cmlambx1-mx1.psd	45/39/1407
  cmmalory-m4.psd	148/130/4971
  cmmandev-m3.psd	119/111/3316
  cmmarga-m1.psd	38/34/627
  cmmirk-m34.psd	297/244/3685
  cmntest-m3.psd	71/65/1149
  cmorm-m1.psd		11/11/2637
  cmotest-m3.psd	63/49/809
  cmpeterb-m1.psd	5/5/647
  cmpolych-m3.psd	42/38/3799
  cmpurvey-m3.psd	82/60/2359
  cmreynar-m4.psd	22/22/739
  cmreynes-m4.psd	54/43/681
  cmrollep-m24.psd	153/92/985
  cmrolltr-m24.psd	85/66/950
  cmroyal-m34.psd	33/25/398
  cmsawles-m1.psd	11/11/272
  cmsiege-m4.psd	14/13/731
  cmthorn-mx4.psd	3/3/642
  cmtrinit-mx1.psd	126/119/3065
  cmvices1-m1.psd	78/68/1873
  cmvices4-m34.psd	7/7/363
  cmwycser-m3.psd	143/126/3905
whole search, hits/tokens/total
		3907/3244/84404
*/
